attack,defense,hp,icon_url,name,sp_atk,sp_def,speed,total,type
680,137,,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,Lunala,113,89,137,680,"Psychic,Ghost"
570,109,,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,Nihilego,53,47,127,570,"Rock,Poison"
570,107,,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,Buzzwole,139,139,53,570,"Bug,Fighting"
570,71,,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,Pheromosa,137,37,137,570,"Bug,Fighting"
570,83,,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,Xurkitree,89,71,173,570,Electric
570,97,,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,Celesteela,101,103,107,570,"Steel,Flying"
570,59,,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,Kartana,181,131,59,570,"Grass,Steel"
570,223,,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,Guzzlord,101,53,97,570,"Dark,Dragon"
600,97,,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,Necrozma,107,101,127,600,Psychic
680,97,,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,Necrozma,157,127,113,680,"Psychic,Steel"
680,97,,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,Necrozma,113,109,157,680,"Psychic,Ghost"
754,97,,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,Necrozma,167,97,167,754,"Psychic,Dragon"
600,80,,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,Magearna,95,115,130,600,"Steel,Fairy"
600,90,,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,Marshadow,125,80,90,600,"Fighting,Ghost"
420,67,,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,Poipole,73,67,73,420,Poison
540,73,,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,Naganadel,73,73,127,540,"Poison,Dragon"
570,61,,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,Stakataka,131,211,53,570,"Rock,Steel"
570,53,,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,Blacephalon,127,53,151,570,"Fire,Ghost"
600,88,,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,Zeraora,112,75,102,600,Electric
300,46,,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,Meltan,65,65,55,300,Steel
600,135,,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,Melmetal,143,143,80,600,Steel
310,50,,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,Grookey,65,50,40,310,Grass
420,70,,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,Thwackey,85,70,55,420,Grass
530,100,,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,Rillaboom,125,90,60,530,Grass
310,50,,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,Scorbunny,71,40,40,310,Fire
420,65,,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,Raboot,86,60,55,420,Fire
530,80,,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,Cinderace,116,75,65,530,Fire
310,50,,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,Sobble,40,40,70,310,Water
420,65,,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,Drizzile,60,55,95,420,Water
530,70,,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png,Inteleon,85,65,125,530,Water
275,70,,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png,Skwovet,55,55,35,275,Normal
460,120,,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png,Greedent,95,95,55,460,Normal
245,38,,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png,Rookidee,47,35,33,245,Flying
365,68,,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png,Corvisquire,67,55,43,365,Flying
495,98,,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,Corviknight,87,105,53,495,"Flying,Steel"
180,25,,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png,Blipbug,20,20,25,180,Bug
335,50,,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,Dottler,35,80,50,335,"Bug,Psychic"
505,60,,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,Orbeetle,45,110,80,505,"Bug,Psychic"
245,40,,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png,Nickit,28,28,47,245,Dark
455,70,,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,Thievul,58,58,87,455,Dark
250,40,,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png,Gossifleur,40,60,40,250,Grass
460,60,,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,Eldegoss,50,90,80,460,Grass
270,42,,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png,Wooloo,40,55,40,270,Normal
490,72,,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png,Dubwool,80,100,60,490,Normal
284,50,,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png,Chewtle,64,50,38,284,Water
485,90,,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png,Drednaw,115,90,48,485,"Water,Rock"
270,59,,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png,Yamper,45,50,40,270,Electric
490,69,,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png,Boltund,90,60,90,490,Electric
240,30,,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png,Rolycoly,40,50,40,240,Rock
410,80,,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png,Carkol,60,90,60,410,"Rock,Fire"
510,110,,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png,Coalossal,80,120,80,510,"Rock,Fire"
260,40,,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png,Applin,40,80,40,260,"Grass,Dragon"
485,70,,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png,Flapple,110,80,95,485,"Grass,Dragon"
485,110,,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png,Appletun,85,80,100,485,"Grass,Dragon"
315,52,,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png,Silicobra,57,75,35,315,Ground
510,72,,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png,Sandaconda,107,125,65,510,Ground
475,70,,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png,Cramorant,85,55,85,475,"Flying,Water"
280,41,,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png,Arrokuda,63,40,40,280,Water
490,61,,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png,Barraskewda,123,60,60,490,Water
242,40,,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png,Toxel,38,35,54,242,"Electric,Poison"
502,75,,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png,Toxtricity,98,70,114,502,"Electric,Poison"
502,75,,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png,Toxtricity,98,70,114,502,"Electric,Poison"
305,50,,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png,Sizzlipede,65,45,50,305,"Fire,Bug"
525,100,,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png,Centiskorch,115,65,90,525,"Fire,Bug"
310,50,,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png,Clobbopus,68,60,50,310,Fighting
480,80,,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png,Grapploct,118,90,70,480,Fighting
308,40,,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png,Sinistea,45,45,74,308,Ghost
508,60,,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png,Polteageist,65,65,134,508,Ghost
265,42,,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png,Hatenna,30,45,56,265,Psychic
370,57,,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png,Hattrem,40,65,86,370,Psychic
510,57,,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png,Hatterene,90,95,136,510,"Psychic,Fairy"
265,45,,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png,Impidimp,45,30,55,265,"Dark,Fairy"
370,65,,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png,Morgrem,60,45,75,370,"Dark,Fairy"
510,95,,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png,Grimmsnarl,120,65,95,510,"Dark,Fairy"
520,93,,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png,Obstagoon,90,101,60,520,"Dark,Normal"
440,70,,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png,Perrserker,110,100,50,440,Steel
510,60,,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png,Cursola,95,50,145,510,Ghost
507,62,,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png,Sirfetch'd,135,95,68,507,Fighting
520,80,,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png,Mr. Rime,85,75,110,520,"Ice,Psychic"
483,58,,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png,Runerigus,95,145,50,483,"Ground,Ghost"
270,45,,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png,Milcery,40,40,50,270,Fairy
495,65,,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png,Alcremie,60,75,110,495,Fairy
470,65,,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png,Falinks,100,100,70,470,Fighting
435,48,,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png,Pincurchin,101,95,91,435,Electric
185,30,,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png,Snom,25,35,45,185,"Ice,Bug"
475,70,,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png,Frosmoth,65,60,125,475,"Ice,Bug"
470,100,,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png,Stonjourner,125,135,20,470,Rock
470,75,,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png,Eiscue,80,110,65,470,Ice
470,75,,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png,Eiscue,80,70,65,470,Ice
475,60,,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png,Indeedee,65,55,105,475,"Psychic,Normal"
475,70,,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png,Indeedee,55,65,95,475,"Psychic,Normal"
436,58,,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png,Morpeko,95,58,70,436,"Electric,Dark"
436,58,,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png,Morpeko,95,58,70,436,"Electric,Dark"
330,72,,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png,Cufant,80,49,40,330,Steel
500,122,,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png,Copperajah,130,69,80,500,Steel
505,90,,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png,Dracozolt,100,90,80,505,"Electric,Dragon"
505,90,,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png,Arctozolt,100,90,90,505,"Electric,Ice"
505,90,,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png,Dracovish,90,100,70,505,"Water,Dragon"
505,90,,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png,Arctovish,90,100,80,505,"Water,Ice"
535,70,,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png,Duraludon,95,115,120,535,"Steel,Dragon"
270,28,,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png,Dreepy,60,30,40,270,"Dragon,Ghost"
410,68,,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png,Drakloak,80,50,60,410,"Dragon,Ghost"
600,88,,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png,Dragapult,120,75,100,600,"Dragon,Ghost"
660,92,,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png,Zacian,120,115,80,660,Fairy
700,92,,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png,Zacian,150,115,80,700,"Fairy,Steel"
660,92,,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png,Zamazenta,120,115,80,660,Fighting
700,92,,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png,Zamazenta,120,140,80,700,"Fighting,Steel"
690,140,,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png,Eternatus,85,95,145,690,"Poison,Dragon"
1125,255,,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png,Eternatus,115,250,125,1125,"Poison,Dragon"
385,60,,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png,Kubfu,90,60,53,385,Fighting
550,100,,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png,Urshifu,130,100,63,550,"Fighting,Dark"
550,100,,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-rapid-strike.png,Urshifu,130,100,63,550,"Fighting,Water"
600,105,,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png,Zarude,120,105,70,600,"Dark,Grass"
580,80,,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png,Regieleki,100,50,100,580,Electric
580,200,,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png,Regidrago,100,50,100,580,Dragon
580,100,,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png,Glastrier,145,130,65,580,Ice
580,100,,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png,Spectrier,65,60,145,580,Ghost
500,100,,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png,Calyrex,80,80,80,500,"Psychic,Grass"
680,100,,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-ice-rider.png,Calyrex,165,150,85,680,"Psychic,Ice"
680,100,,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-shadow-rider.png,Calyrex,85,80,165,680,"Psychic,Ghost"
525,103,,https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png,Wyrdeer,105,72,105,525,"Normal,Psychic"
500,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png,Kleavor,135,95,45,500,"Bug,Rock"
550,130,,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png,Ursaluna,140,105,45,550,"Ground,Normal"
530,120,,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-male.png,Basculegion,112,65,80,530,"Water,Ghost"
530,120,,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-female.png,Basculegion,92,65,100,530,"Water,Ghost"
510,80,,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png,Sneasler,130,60,40,510,"Fighting,Poison"
510,85,,https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png,Overqwil,115,95,65,510,"Dark,Poison"
580,74,,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-incarnate.png,Enamorus,115,70,135,580,"Fairy,Flying"
580,74,,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-therian.png,Enamorus,115,110,135,580,"Fairy,Flying"
310,40,,https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png,Sprigatito,61,54,45,310,Grass
410,61,,https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png,Floragato,80,63,60,410,Grass
530,76,,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png,Meowscarada,110,70,81,530,"Grass,Dark"
310,67,,https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png,Fuecoco,45,59,63,310,Fire
411,81,,https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png,Crocalor,55,78,90,411,Fire
530,104,,https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png,Skeledirge,75,100,110,530,"Fire,Ghost"
310,55,,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png,Quaxly,65,45,50,310,Water
410,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png,Quaxwell,85,65,65,410,Water
530,85,,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png,Quaquaval,120,80,85,530,"Water,Fighting"
254,54,,https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png,Lechonk,45,40,35,254,Normal
489,110,,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-male.png,Oinkologne,100,75,59,489,Normal
489,115,,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-female.png,Oinkologne,90,70,59,489,Normal
210,35,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png,Tarountula,41,45,29,210,Bug
404,60,,https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png,Spidops,79,92,52,404,Bug
210,33,,https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png,Nymble,46,40,21,210,Bug
450,71,,https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png,Lokix,102,78,52,450,"Bug,Dark"
240,45,,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png,Pawmi,50,20,40,240,Electric
350,60,,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png,Pawmo,75,40,50,350,"Electric,Fighting"
490,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png,Pawmot,115,70,70,490,"Electric,Fighting"
305,50,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png,Tandemaus,50,45,40,305,Normal
470,74,,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family4.png,Maushold,75,70,65,470,Normal
470,74,,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family3.png,Maushold,75,70,65,470,Normal
312,37,,https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png,Fidough,55,70,30,312,Fairy
477,57,,https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png,Dachsbun,80,115,50,477,Fairy
260,41,,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png,Smoliv,35,45,58,260,"Grass,Normal"
354,52,,https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png,Dolliv,53,60,78,354,"Grass,Normal"
510,78,,https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png,Arboliva,69,90,125,510,"Grass,Normal"
417,82,,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-green.png,Squawkabilly,96,51,45,417,"Normal,Flying"
417,82,,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-blue.png,Squawkabilly,96,51,45,417,"Normal,Flying"
417,82,,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-yellow.png,Squawkabilly,96,51,45,417,"Normal,Flying"
417,82,,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-white.png,Squawkabilly,96,51,45,417,"Normal,Flying"
280,55,,https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png,Nacli,55,75,35,280,Rock
355,60,,https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png,Naclstack,60,100,35,355,Rock
500,100,,https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png,Garganacl,100,130,45,500,Rock
255,40,,https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png,Charcadet,50,40,50,255,Fire
525,85,,https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png,Armarouge,60,100,125,525,"Fire,Psychic"
525,75,,https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png,Ceruledge,125,80,60,525,"Fire,Ghost"
272,61,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png,Tadbulb,31,41,59,272,Electric
495,109,,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png,Bellibolt,64,91,103,495,Electric
280,40,,https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png,Wattrel,40,35,55,280,"Electric,Flying"
490,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png,Kilowattrel,70,60,105,490,"Electric,Flying"
340,60,,https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png,Maschiff,78,60,40,340,Dark
505,80,,https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png,Mabosstiff,120,90,60,505,Dark
290,40,,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png,Shroodle,65,35,40,290,"Poison,Normal"
485,63,,https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png,Grafaiai,95,65,80,485,"Poison,Normal"
275,40,,https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png,Bramblin,65,30,45,275,"Grass,Ghost"
480,55,,https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png,Brambleghast,115,70,80,480,"Grass,Ghost"
335,40,,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png,Toedscool,40,35,50,335,"Ground,Grass"
515,80,,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png,Toedscruel,70,65,80,515,"Ground,Grass"
450,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png,Klawf,100,115,35,450,Rock
304,50,,https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png,Capsakid,62,40,62,304,Grass
486,65,,https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png,Scovillain,108,65,108,486,"Grass,Fire"
270,41,,https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png,Rellor,50,60,31,270,Bug
470,75,,https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png,Rabsca,50,85,115,470,"Bug,Psychic"
255,30,,https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png,Flittle,35,30,55,255,Psychic
481,95,,https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png,Espathra,60,60,101,481,Psychic
297,50,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png,Tinkatink,45,45,35,297,"Fairy,Steel"
380,65,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png,Tinkatuff,55,55,45,380,"Fairy,Steel"
506,85,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png,Tinkaton,75,77,70,506,"Fairy,Steel"
245,10,,https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png,Wiglett,55,25,35,245,Water
425,35,,https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png,Wugtrio,100,50,50,425,Water
485,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png,Bombirdier,103,85,60,485,"Flying,Dark"
315,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png,Finizen,45,40,45,315,Water
457,100,,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero.png,Palafin,70,72,53,457,Water
650,100,,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-hero.png,Palafin,160,97,106,650,Water
300,45,,https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png,Varoom,70,63,30,300,"Steel,Poison"
500,80,,https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png,Revavroom,119,90,54,500,"Steel,Poison"
501,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png,Cyclizar,95,65,85,501,"Dragon,Normal"
480,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png,Orthworm,85,145,60,480,Steel
350,48,,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png,Glimmet,35,42,105,350,"Rock,Poison"
525,83,,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png,Glimmora,55,90,130,525,"Rock,Poison"
290,50,,https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png,Greavard,61,60,30,290,Ghost
488,72,,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png,Houndstone,101,100,50,488,Ghost
500,82,,https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png,Flamigo,115,74,75,500,"Flying,Fighting"
334,108,,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png,Cetoddle,68,45,30,334,Ice
521,170,,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png,Cetitan,113,65,45,521,Ice
478,90,,https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png,Veluza,102,73,78,478,"Water,Psychic"
530,150,,https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png,Dondozo,100,115,65,530,Water
475,68,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly.png,Tatsugiri,50,60,120,475,"Dragon,Water"
475,68,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-droopy.png,Tatsugiri,50,60,120,475,"Dragon,Water"
475,68,,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-stretchy.png,Tatsugiri,50,60,120,475,"Dragon,Water"
535,110,,https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png,Annihilape,115,80,50,535,"Fighting,Ghost"
430,130,,https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png,Clodsire,75,60,45,430,"Poison,Ground"
520,120,,https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png,Farigiraf,90,70,110,520,"Normal,Psychic"
520,125,,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment.png,Dudunsparce,100,80,85,520,Normal
520,125,,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-three-segment.png,Dudunsparce,100,80,85,520,Normal
550,100,,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png,Kingambit,135,120,60,550,"Dark,Steel"
570,115,,https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png,Great Tusk,131,131,53,570,"Ground,Fighting"
570,115,,https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png,Scream Tail,65,99,65,570,"Fairy,Psychic"
570,111,,https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png,Brute Bonnet,127,99,79,570,"Grass,Dark"
570,55,,https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png,Flutter Mane,55,55,135,570,"Ghost,Fairy"
570,85,,https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png,Slither Wing,135,79,85,570,"Bug,Fighting"
570,85,,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png,Sandy Shocks,81,97,121,570,"Electric,Ground"
570,90,,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png,Iron Treads,112,120,72,570,"Ground,Steel"
570,56,,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png,Iron Bundle,80,114,124,570,"Ice,Water"
570,154,,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png,Iron Hands,140,108,50,570,"Fighting,Electric"
570,94,,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png,Iron Jugulis,80,86,122,570,"Dark,Flying"
570,80,,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png,Iron Moth,70,60,140,570,"Fire,Poison"
570,100,,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png,Iron Thorns,134,110,70,570,"Rock,Electric"
320,65,,https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png,Frigibax,75,45,35,320,"Dragon,Ice"
